Threshold,Baseline,MDNet,MDNet VOT bb16,MDNet VOT bb32,MDNet DAVIS bb16,MDNet DAVIS bb32,MDNet DAVIS bb64,Hourglass w/ Parent Network 1HG,Hourglass w/ Parent Network 1HG x2 s5,Hourglass w/o Parent Network 1HG,Hourglass w/o Parent Network 2HG,Hourglass w/o Parent Network 1HG x2 sigma 5,Hourglass w/o Parent Network 2HG x2 sigma5,Hourglass Online Training,ResNet101 sigma40,ResNet101 sigma40 + Temporal Kalman Filter,ResNet101 sigma20,ResNet50 sigma40,"ResNet50 Multiscale sigma96,48,24",Features ResNet Basic metriceuclidean patchsize1,Features ResNet Basic metriceuclidean patchsize3,Features ResNet Basic metriceuclidean patchsize5,Features ResNet Basic metriccosine patchsize1,Features ResNet Basic metriccosine patchsize3,Features ResNet Basic metriccosine patchsize5,Features Metric Learning (480p) Basic metriceuclidean patchsize1,Features Metric Learning (480p) Basic metriceuclidean patchsize3,Features Metric Learning (480p) Basic metriceuclidean patchsize5,Features Metric Learning (480p) Basic metriccosine patchsize1,Features Metric Learning (480p) Basic metriccosine patchsize3,Features Metric Learning (480p) Basic metriccosine patchsize5,Features Metric Learning (320p) Basic metriceuclidean patchsize1,Features Metric Learning (320p) Basic metriceuclidean patchsize3,Features Metric Learning (320p) Basic metriceuclidean patchsize5,Features Metric Learning (320p) Basic metriccosine patchsize1,Features Metric Learning (320p) Basic metriccosine patchsize3,Features Metric Learning (320p) Basic metriccosine patchsize5,Features Metric Learning Triplet Loss (480p) D128 Basic metriceuclidean patchsize1,Features Metric Learning Triplet Loss (480p) D128 Basic metriceuclidean patchsize3,Features Metric Learning Triplet Loss (480p) D128 Basic metriceuclidean patchsize5,Features Metric Learning Triplet Loss (480p) D128 Basic metriccosine patchsize1,Features Metric Learning Triplet Loss (480p) D128 Basic metriccosine patchsize3,Features Metric Learning Triplet Loss (480p) D128 Basic metriccosine patchsize5
10,0.052830229494379474,0.22954773274702017,0.0027373752624461805,0.014311398999412795,0.002885370276121982,0.01315309810216495,0.014853518498980879,0.3760213661822649,0.5311087676152711,0.4424603588720423,0.4829779381275133,0.5531123354494223,0.5414819427074881,0.04841464927086911,0.4196575528145151,0.42948496801842445,0.5048471739759087,0.3724191807214918,0.5042879080363283,0.08386176704995997,0.08279106512512853,0.09708090832330839,0.09986528999493849,0.11307117852477386,0.10517657658421051,0.10702078701725187,0.13204152388379856,0.11746195377036725,0.10702078701725187,0.13494850062798458,0.12298278602183763,0.06044483257041051,0.06598380987576453,0.05524102575186792,0.06044483257041051,0.07882024244810977,0.06183377494608628,0.12478188730851228,0.12311364396593236,0.14059840436288862,0.12478188730851228,0.11729969047756027,0.13817963016266657
11,0.060972206581106386,0.25062420996847756,0.003713546857032564,0.016516900424861404,0.0037932141834651585,0.015063412052768382,0.018639669184969246,0.4149521112216523,0.5478769875185868,0.4727598740540242,0.5216199372126628,0.5660805715782464,0.5551794087875488,0.05669162249052418,0.4661220404486892,0.4895567685558958,0.541949799671192,0.41681420045223955,0.5427805587980007,0.08869879893087701,0.09599716386808471,0.11108799933588262,0.11389086434060049,0.11976811227221666,0.11758564713915667,0.12434602915550463,0.14523952619030037,0.13624600992484,0.12434602915550463,0.14814650293448642,0.14569368434344468,0.0718749845578252,0.08090138688837187,0.06097887039812639,0.0718749845578252,0.09585410797421988,0.07185264654857666,0.14108847889676351,0.1424503674384337,0.16423213522520494,0.14108847889676351,0.13372943720587555,0.1613287905527741
12,0.06991069986780384,0.26380813953488375,0.005776977115622144,0.022878216803658574,0.0068798255407465205,0.018895805622687632,0.026432638652135593,0.44448225206905495,0.5622076839519843,0.5024370968238967,0.5536321152315582,0.5761412385726794,0.566824532247395,0.06389318819129747,0.5136505567852693,0.5281056199577678,0.581066349699552,0.4493514449705591,0.5752062292399612,0.0974155389587552,0.10335794389725919,0.1228327543718867,0.1224369578769871,0.13656542871287583,0.13237051262769547,0.14181401778149988,0.16542915577821812,0.15907168337213975,0.14181401778149988,0.16688264415031115,0.1684677886345964,0.08571481603609786,0.08816638794494167,0.0717588433063312,0.08571481603609786,0.10501640221256778,0.08556858953415677,0.15100028405863528,0.15950349979518824,0.18827980912207626,0.15100028405863528,0.15368954630681614,0.18207678484929407
13,0.07314708359748212,0.282703488372093,0.010612949727045093,0.026341008649932933,0.010177815718659475,0.024070223890255215,0.030550000987309804,0.4772576573567746,0.5699227478059307,0.5324170267065993,0.5759113058895703,0.5826035545649995,0.5753361127045343,0.07121447738747276,0.5523570146560576,0.5650818346769942,0.604126284685996,0.4818665419989053,0.6034137061115952,0.10149520295033232,0.11299793740782824,0.1366049932264645,0.13398655255191486,0.15217176453105755,0.14964162942270326,0.15284174635570968,0.18220671408896916,0.17636800273517547,0.15284174635570968,0.1854227939682021,0.1844506419495517,0.10102035005840157,0.098838428835281,0.08274793767280589,0.10102035005840157,0.12136749860272286,0.09728282139373613,0.16196880756255327,0.18408961868061388,0.21170588154949524,0.16196880756255327,0.17536868844805575,0.20130445892905025
14,0.07875025526624779,0.3014543741119272,0.013319645607874114,0.02921324613039714,0.0133814694206298,0.02781262619183192,0.03742227689901544,0.49349825780882894,0.5781168969007493,0.5470365214255104,0.5966343950084815,0.5887411778533121,0.5802687891789811,0.0817616518379036,0.5842048009233847,0.5918257655952155,0.6244711366624165,0.5145438337097676,0.627794997627143,0.10955773079259662,0.1262279287645993,0.15360884206492503,0.14726597434691371,0.16493706974646347,0.16332040169740947,0.1618049282615451,0.19963034745627212,0.19625209914919817,0.1618049282615451,0.20035709164231863,0.2008883995458922,0.10935712136387879,0.11320719357850799,0.09141103753563454,0.10935712136387879,0.13790211606612868,0.11058920085317835,0.1780740563775227,0.20376848705029907,0.23068310580121293,0.1780740563775227,0.1928673242596014,0.22219088698790823
15,0.08217908194594775,0.3183139534883721,0.015094108963111629,0.03331939103970218,0.016547597335204653,0.03241961923630764,0.04086959960623142,0.5054165078557677,0.5813677271462427,0.5617221812770512,0.6141864819382613,0.5945542142816762,0.5846986740613477,0.0926663737412122,0.6103337722626434,0.6168818110506858,0.643764004820783,0.5473363087627043,0.6520801025237498,0.11370816685274644,0.1337743466097206,0.17294150687050622,0.15604811064762397,0.1749354937855494,0.1798531175046027,0.17098338865599672,0.21678217485029394,0.21209946763883966,0.17098338865599672,0.214509916835358,0.21573318856907223,0.1205926286590536,0.12783037927787386,0.09826240466136603,0.1205926286590536,0.15257938705671834,0.12224496280090091,0.1876905604810683,0.22394831078119537,0.24985817444613054,0.1876905604810683,0.2086773770094054,0.2412137572467164
16,0.0859639474087857,0.344165739193682,0.01967275372941131,0.03942838275237784,0.020512846063662715,0.0346331913404335,0.04454699224391764,0.517965036338463,0.5847134022213161,0.5730601663742318,0.6237900395218318,0.5977722324408673,0.5882765410841181,0.11117488652325236,0.6349253123454883,0.6314343609034296,0.6545371840874047,0.5775855375561224,0.6782367294974715,0.12357377653849191,0.14447222140795668,0.18567052090604472,0.16872005122192252,0.18593434982385926,0.1965031061345123,0.18055508648176277,0.2280558223488165,0.22789807330095926,0.18055508648176277,0.22670404824332713,0.23153179423119183,0.1302810375765442,0.14107080458354046,0.10690330076605853,0.1302810375765442,0.16671105893959018,0.13457076557609277,0.20007702237028813,0.2362857560826026,0.26908581199466003,0.20007702237028813,0.21998674251282738,0.2594888243548691
17,0.0974538330559659,0.36555232558139533,0.020092557873179664,0.04034637043194747,0.021224312158967758,0.03961630759893469,0.045378790483159265,0.5266865567708396,0.5856394171982879,0.5903948317600087,0.6304872525888199,0.5987142742195862,0.5903674180906874,0.1238609995061274,0.6572306668534604,0.6511708696013261,0.6657896929411334,0.6060610743943865,0.6981616163211999,0.13508971736350556,0.1587749655003868,0.20368701807732315,0.1834183951505384,0.1972621865895649,0.20894220130543423,0.19223236503622737,0.2483429638220951,0.2451806461273332,0.19223236503622737,0.24947553714778686,0.251530176705803,0.14092879514831502,0.1541754622397593,0.11813115748256328,0.14092879514831502,0.18251078876054633,0.14938115748256325,0.20583912700015286,0.2511911563488209,0.28541845835702784,0.20583912700015286,0.2330225516976581,0.27451729556633014
18,0.1057975820007581,0.38221912342190467,0.022747877442737995,0.04252954308840308,0.02195275992767996,0.042189245422299876,0.049646575688599176,0.5390065681571706,0.5878665647568996,0.6018018662201328,0.6386499066686602,0.6035586974872001,0.5942397315418525,0.13217745605917053,0.6760718758101067,0.6679962900984044,0.676939870537194,0.6314959542630876,0.7105973138587433,0.148859808483603,0.172683441328341,0.21374754233909413,0.19957809363728526,0.21300073216054008,0.22306715267946306,0.2021519029572731,0.26569276665178676,0.2692006318854881,0.2021519029572731,0.2657945596204392,0.27719481793199974,0.15863431236272352,0.1680655380951173,0.13300733513544669,0.15863431236272352,0.1993155380951173,0.17152477699591182,0.21840993823054183,0.26221238088258164,0.3002006673577918,0.21840993823054183,0.25074087162165504,0.2875779671710315
19,0.11207556197103553,0.40310161634551867,0.026213049421730483,0.04923869681540171,0.02383239360440126,0.048194845444340655,0.05330640764007505,0.5478034250189471,0.5923243922034531,0.6112591268449699,0.6461001177537211,0.6074988688284719,0.5999745659608094,0.14144950949719867,0.6976030622956435,0.6844194471431344,0.6881682824621064,0.6521125078439229,0.7263188609639593,0.15699374175418487,0.1825302569304931,0.22678991730488696,0.21071488452945092,0.2314411236609576,0.23272347844122365,0.2149588167131787,0.28081357032436804,0.284904411300386,0.2149588167131787,0.28022778692108996,0.29144510897480463,0.1683286561600607,0.17938639174398463,0.15050736927947322,0.1683286561600607,0.2089410640742376,0.19047829951203138,0.22728589070135047,0.27585640416516233,0.31717278967656454,0.22728589070135047,0.2637258004066856,0.30570436507467313
20,0.11725395116157855,0.42133002705244904,0.02896079670550181,0.054376072192504656,0.027902571304883828,0.05137429092705398,0.05870588872526652,0.5605178769132221,0.5951862099045545,0.6175696317114211,0.6503210974176107,0.6121311733209697,0.6046008710327262,0.15130423863164155,0.7131660370729193,0.6925993712849299,0.6926200056209555,0.6735159642848875,0.7402106531435848,0.16397225701671625,0.19564904704112193,0.23731740976142324,0.21785990861579937,0.2502876674872005,0.24252208365927483,0.22637881041583954,0.29659374807758715,0.3140107786420729,0.22637881041583954,0.29681487148371694,0.32490650385991277,0.18601008362503463,0.19329626616432186,0.1678217529889918,0.18601008362503463,0.2216513675054901,0.20779268322154995,0.24223434224603757,0.28950778319301734,0.32797482143246054,0.24223434224603757,0.2771531320302266,0.320691363920225
21,0.12404214891704796,0.4382267441860465,0.03483944626715833,0.0647881770678363,0.0317801708077324,0.0589050000414497,0.06746094378996419,0.5670255325382298,0.600815113741069,0.6250773104261137,0.6555125898113288,0.6162937038406155,0.6064777938030345,0.15976197364281863,0.7277185991356935,0.7014532298075673,0.701761631793062,0.6895235752933949,0.7484317599050757,0.1739953465682093,0.20553577456410865,0.2559914427620827,0.22624556992185688,0.26513624278097314,0.2586142713410264,0.23487316019930227,0.3050031839210463,0.32759709922038865,0.23487316019930227,0.30799296130043224,0.33905299608218237,0.19678551706601258,0.20387940335474591,0.1749161110911896,0.19678551706601258,0.23440001991269446,0.21994996298400163,0.24930826445890916,0.3042917273017674,0.3406385792119884,0.24930826445890916,0.2910857342246043,0.3362201581914735
22,0.13176102939111334,0.4498546511627907,0.038489345680528926,0.06880155348115195,0.03548753101067743,0.06497270838760055,0.07265022115404383,0.575147235942636,0.6054864133210323,0.62759170076188,0.6596930630404403,0.619725894980806,0.6107853229485494,0.177739925668248,0.7375366616239986,0.7137623768899466,0.7058440577257469,0.7000301042373748,0.7562973317411547,0.1852668912848531,0.22406393798657748,0.27529041820146916,0.23829614119559392,0.280371461949951,0.27685239432641384,0.24401964052155792,0.3195051681077628,0.3451797257968068,0.24401964052155792,0.32313888903799537,0.35390065602936494,0.20786417461620854,0.22165441269966538,0.1883764141289315,0.20786417461620854,0.2492706917694328,0.23549144141170306,0.2570839397523969,0.31974749347464004,0.3548305074595089,0.2570839397523969,0.3066647930991148,0.35087890258216814
23,0.13630819022790489,0.4628325202663251,0.041534505499326545,0.07412377551507368,0.03677373069977318,0.07009882661323728,0.08034815193261569,0.5815653302266693,0.6060905504657689,0.6303555869091881,0.66378262648429,0.6229165726775181,0.6124190747112762,0.1907027986165715,0.7466164753746743,0.7215628439719813,0.7130047206987298,0.7143499989642051,0.7693297367161355,0.1949245133877859,0.23325650149645422,0.2923646314163271,0.2465028921683691,0.2980459641993686,0.2927673197138132,0.262155020337771,0.33194590921335315,0.3648473143321822,0.262155020337771,0.3417337462997347,0.36723405816523985,0.22099607553982853,0.23848437680275356,0.20302689440492433,0.22099607553982853,0.264647167500428,0.25159802944206905,0.26513182826838044,0.32988241333265966,0.36748537917679513,0.26513182826838044,0.3158660649953598,0.36385165824656257
24,0.14394169032268422,0.47163849720249046,0.04473454017173641,0.07950336002064662,0.04145532374843396,0.07916609933972198,0.08972906190431246,0.5882369186654488,0.6138178275462447,0.6333124486323173,0.6649000454408063,0.6261534740902244,0.6168614775848434,0.20860005895900108,0.7506701987900155,0.7250418568528488,0.7158211401247233,0.7272298883079634,0.7781947021045055,0.20383106560658,0.2510592617182908,0.3057937880436126,0.2559118689245657,0.3216217963113722,0.313802676591417,0.27546117931898695,0.3468541018143497,0.3767776561650998,0.27546117931898695,0.35053898617824686,0.3754131486383665,0.23854043188364102,0.25148804976363276,0.21737318717692936,0.23854043188364102,0.2798310730194467,0.2690405535974116,0.2742287575551741,0.3353749775493766,0.38360926559624514,0.2742287575551741,0.32409890170512706,0.37622794445024466
25,0.14951151803913978,0.48328488372093026,0.04810443372479045,0.08458713558460858,0.043926227744682654,0.08526854059011889,0.09194522109077373,0.5922091198541513,0.6189887536256476,0.6385290592225439,0.6694869014998193,0.6286063469551292,0.6212063830206916,0.22190484028310947,0.7581347768231698,0.7304420136748005,0.717469953164895,0.7351966942841466,0.7886557331549483,0.21740337944808164,0.26355382975009134,0.3185199479545651,0.26768364793396987,0.3435317824766094,0.3264528843556033,0.2887901998850648,0.36160063332213727,0.3893798127648009,0.2887901998850648,0.367773117153953,0.38865306857875437,0.2521113935517425,0.26328430118198193,0.23060796268789535,0.2521113935517425,0.2958580568883957,0.29011586180170224,0.2835143323666439,0.34457638927271117,0.3929809838662691,0.2835143323666439,0.336712156062052,0.38487182327131464
26,0.1578900977069238,0.4910975854452496,0.0539528102421184,0.08884226069022873,0.04996579074809633,0.09010822546711926,0.09543720739078816,0.5992253999733927,0.6258595437987089,0.6424623339363513,0.6713406724584394,0.6296044674314581,0.6244393560561728,0.23512083390605346,0.7603998050374647,0.7358248867673796,0.7203811579698626,0.7439633599369561,0.7935223312661772,0.22777655326001975,0.2758646998432615,0.32990268703962367,0.27552762232154815,0.35317947579098313,0.342106856772683,0.302088605712222,0.3815592008973021,0.4008162274461231,0.302088605712222,0.3881101493371246,0.4000599738321332,0.2626896445048716,0.2776776668945881,0.2443092165116297,0.2626896445048716,0.3060283456435582,0.30825760053931534,0.2898331920018543,0.35269540677274697,0.40658769461204813,0.2898331920018543,0.34615470909832835,0.39546956688826934
27,0.1651021622625187,0.5035910299893648,0.05888877833138805,0.09428137317057433,0.053446757188985325,0.09503628415963564,0.10253439506701977,0.6068281999649711,0.6290411089247119,0.6451563144324098,0.6721731741728816,0.6307946422151264,0.629303249688979,0.24824670146620853,0.765180153609273,0.7400393671220695,0.725181700526002,0.750046259954265,0.7962461049358619,0.2366841432851434,0.2832904114439537,0.3434865903227046,0.2836752609381523,0.3621954782400012,0.35877633621879507,0.31765340361107447,0.39639600514880385,0.41630348724219063,0.31765340361107447,0.40483048348248785,0.41360853139852344,0.2776924855256281,0.29261534924767446,0.26823873217912475,0.2776924855256281,0.3242793687017508,0.32893763827036254,0.3010751917243448,0.35886926461947827,0.4118687006536234,0.3010751917243448,0.35521960911186157,0.4063856265116071
28,0.17584461904236856,0.5140807772166209,0.061408889292990314,0.10000652719808857,0.05898695286003641,0.10197810003064646,0.10635218784681234,0.6110465991003874,0.632494896852962,0.6488247867187601,0.673395444528724,0.6346629747255216,0.633534631957562,0.25999693558002257,0.7732674122674249,0.7449883831861293,0.7296341393636666,0.7586829798949244,0.8038350852333898,0.24195202179115072,0.29434311908546956,0.3554664586363623,0.28941985159617795,0.3685402648294989,0.36643538776150325,0.332193348354249,0.4095593931562823,0.43042274980121276,0.332193348354249,0.4155447172740466,0.4247577674451607,0.28807298091100114,0.2981816734538994,0.2820397383415375,0.28807298091100114,0.33091207755061064,0.34163276159735145,0.30641063029681326,0.3703221503747593,0.42474713062016684,0.30641063029681326,0.3659616852584802,0.41675294457365525
29,0.18305001217897932,0.5261174198722229,0.06469555424097527,0.10723168383254168,0.06206241885980926,0.10868890650830437,0.11112195058543502,0.6168417891442324,0.6344658815122268,0.6535006313066904,0.6741270754303303,0.6376002839486782,0.6365499827375154,0.2769568107020925,0.7759364262885388,0.7501124244033336,0.7329099481492709,0.7653019152309908,0.8077458803869754,0.2568229591794688,0.30111429824198505,0.3649306232182164,0.3002450227960485,0.3798991764106924,0.3802835098024669,0.34706845522668867,0.4211744481462765,0.4416128016002157,0.34706845522668867,0.4279167484565416,0.43502281340297205,0.295983680529923,0.3198661174488057,0.30168459596797587,0.295983680529923,0.353430879201223,0.36198842101585654,0.32306602542750823,0.38107595373214975,0.4307204732133919,0.32306602542750823,0.3788957211740102,0.42539045030151135
30,0.19065498635843947,0.5370639534883721,0.06705521954491964,0.11152642887928094,0.0643348813801782,0.11174376062723353,0.11662130269325513,0.6183963870959225,0.6365829873930512,0.6582041493641518,0.6757157843539986,0.6434948155339717,0.6399922424608456,0.2898488771237179,0.7787156087749153,0.7538871708813553,0.7350546588207856,0.7713882725643977,0.8112039365153295,0.2662444365799719,0.31280783358309927,0.3712988110838576,0.3160985919897339,0.38918543361926716,0.3865910756142891,0.35445145138710704,0.4291839541713886,0.44551217751853617,0.35445145138710704,0.43999494145779233,0.4411434654697937,0.3044969795444339,0.3380053986078435,0.31903094681891775,0.3044969795444339,0.36728856921545927,0.38153186326536415,0.3335279354256945,0.3922861073583853,0.4416846079756766,0.3335279354256945,0.3915243562614159,0.43369042192916496
31,0.204678472622113,0.5461008783335779,0.06978627106177691,0.11454264074221633,0.06623964867733491,0.11736060839323519,0.1237094600398167,0.6244736058537614,0.6380073447115364,0.6620297560204821,0.6797344148697023,0.6449769123035709,0.6414105092564473,0.3014571516512279,0.7832151287962665,0.7603125329139203,0.7377162818560071,0.7767717471022141,0.8131595803344064,0.2745864984730325,0.32424826121923284,0.3859278993698222,0.3286214777787991,0.40070395945891774,0.39680331020980913,0.36765147097461975,0.4421441837753372,0.45100249147182175,0.36765147097461975,0.45246293083951705,0.44579908025815024,0.3095193658363144,0.34523720846463135,0.33000285849020156,0.3095193658363144,0.37574661683943744,0.39108918015854705,0.34253541183219527,0.40528075783449136,0.45450871287877953,0.34253541183219527,0.4068035021127107,0.4413085817284112
32,0.2187999466578937,0.5515685987675337,0.07492683831099843,0.12199347871082492,0.07222247842702541,0.12829765313470323,0.131509197809079,0.6350078349712457,0.6408467230900815,0.6663837536425347,0.6823813302123788,0.6467648085831172,0.6424234955369397,0.31316019318309407,0.7887414456095041,0.7657227203442154,0.7397740214167575,0.7843459530474901,0.8203208955590912,0.28310772680896223,0.3310004185835418,0.3940673729826717,0.33722965115020365,0.40633296229637184,0.40786659386526525,0.37675885600230136,0.4491859342435359,0.4588606480225773,0.37675885600230136,0.4622553309688695,0.45522309624198265,0.3170652469890017,0.36039938749057737,0.34136225516633983,0.3170652469890017,0.3887424107463914,0.39739020821273807,0.3509664581310043,0.4116187349123,0.46676528239005843,0.3509664581310043,0.4138196442134169,0.45295714285517474
33,0.22796210505612685,0.5591824905112105,0.07765388821747209,0.12517272510659172,0.07668018296871792,0.1334553187609577,0.1381938256287772,0.6381936686197625,0.643521537118277,0.6712484005980816,0.6834013783185687,0.6523504741628433,0.6472931013040021,0.3284518128758563,0.7909356746329527,0.769875297765635,0.7413193736142137,0.7873776277888132,0.8257865268433532,0.28707041011416906,0.33698417990397295,0.4061748910999104,0.34292858086584693,0.41315757843186285,0.4148347594245917,0.38776828580610684,0.4642446628292559,0.47020520057904186,0.38776828580610684,0.4742922115021947,0.46460676464900025,0.32562998730489384,0.37455450512284033,0.35405309173131333,0.32562998730489384,0.40071729582051474,0.4123994652486721,0.3601479871522379,0.4192725863471657,0.4745617511422214,0.3601479871522379,0.4207035910850135,0.4614797368987897
34,0.2361510597376785,0.5660253671675468,0.07964756669315945,0.1366143218022913,0.08047054088797576,0.141642933292337,0.14311160584408153,0.6397408343132657,0.646510225732842,0.6731020313265171,0.6861533725289451,0.6570258147872985,0.6497640029398145,0.3382781027122432,0.792596802975957,0.7714234100403892,0.742547687027387,0.7920633754449279,0.8292981334313111,0.29629122763579074,0.3523811250990211,0.4189251210381502,0.35403290503555485,0.42609542892427815,0.42595427541937747,0.39386771280104427,0.47692992427398617,0.4768721580779126,0.39386771280104427,0.4885578312507303,0.47175589759188796,0.33713963596627833,0.3840595431770621,0.3673283524413364,0.33713963596627833,0.410762911787593,0.4274204995836798,0.36821879732037455,0.42555104140883837,0.48263701426438627,0.36821879732037455,0.4298624433475413,0.4690624746400228
35,0.2443361972414236,0.5762257195810224,0.08189508467178286,0.14220428930280754,0.08695572657614131,0.14820326755129024,0.15097260564548112,0.6446232834314229,0.6487270326136886,0.6742718028228849,0.6872296817268155,0.6602785610823472,0.6523060707775098,0.35230926206105556,0.794889975567439,0.7763498022053951,0.7429743002403848,0.7937129801390909,0.8301069442916493,0.30486203119154237,0.3666065826429869,0.4287483179155518,0.36327836901538857,0.4335292052133969,0.43156118684161426,0.4014112357886425,0.4820487049601908,0.49063559454081207,0.4014112357886425,0.4962162356414526,0.4857760426556879,0.34254477941183376,0.3899005582672774,0.37573840649453893,0.34254477941183376,0.4214552704287581,0.438249875295246,0.37572313332173235,0.43393979889771633,0.49290733079034404,0.37572313332173235,0.4358606478522531,0.47922249844019077
36,0.2510876421451046,0.5828125333240463,0.08618171328963116,0.15286781169500266,0.09452374116698768,0.15502905149749857,0.15686710212379976,0.6480160105214249,0.6513020323900206,0.6756196646664149,0.6906167198467972,0.6613771859069439,0.6543791686931746,0.3607044065567941,0.7960427650709699,0.7791629597648992,0.743265378551572,0.7991098210052674,0.8316650187105812,0.31479948659524376,0.37637619464433286,0.4350847305072497,0.36927117286169875,0.44006140591217185,0.43797925971052154,0.4092485447080939,0.49100060068685103,0.49640482267093294,0.4092485447080939,0.5063653463589596,0.49129193876171906,0.35315263005205194,0.39722199948805803,0.3854292880620483,0.35315263005205194,0.4284259849377971,0.44763797316877973,0.38398638212086855,0.44324494913017815,0.5018236311651787,0.38398638212086855,0.44325274231643796,0.4881148970378686
37,0.25759130999254615,0.590843023255814,0.0884790562508907,0.1562380861847605,0.09599282456310539,0.1600108663189183,0.1650986570310241,0.6527297228451763,0.6522673200201301,0.6794614762628054,0.6919666589448775,0.6644814489635096,0.6565336292089243,0.37219881840527447,0.7990163227480989,0.7813671858342507,0.7451197264845515,0.8024273488744783,0.8333630814167362,0.323396419296821,0.3864080020385677,0.4468444301852328,0.37653048952111395,0.44546553340063594,0.4441668203171298,0.41514101185006835,0.49990672291220334,0.5039963089423959,0.41514101185006835,0.5130007669946037,0.4983730441115125,0.3602710660374654,0.40390001654013397,0.3927179352072887,0.3602710660374654,0.43636653042268647,0.45728122021909345,0.39690183305160537,0.45133781948463925,0.5064401669917281,0.39690183305160537,0.45291312619074425,0.49358703077920063
38,0.2697690622072558,0.5988257047185508,0.09179697580697666,0.1599185645903472,0.1007819153369087,0.1676336459154936,0.17028900509421693,0.655760111357282,0.653055983199943,0.6852445192288231,0.6980729186187886,0.6673223067343256,0.6586715452579415,0.38236405688998504,0.8016107906667405,0.7838739984583827,0.7472515460363406,0.8071161613589802,0.8365400021172237,0.33319332506259053,0.39359323350350567,0.4558071872312551,0.38040518340039275,0.4475791151810036,0.4497352899038569,0.4230273788979929,0.5036948037288507,0.5115562180858061,0.4230273788979929,0.514538098583707,0.5043062729346726,0.36924354421633254,0.41323753173481254,0.40427958992304336,0.36924354421633254,0.4464739394364928,0.46605284573699685,0.4065434461641669,0.46754816792268666,0.511395111253722,0.4065434461641669,0.46682142373664015,0.49985823880849595
39,0.2789387334216091,0.6043436507286706,0.09434453906665607,0.1661254968405943,0.10373580391130213,0.17481675693175305,0.17579198347019456,0.659983741516805,0.6558927549951368,0.6886204687579133,0.7055599584642476,0.6709448942794983,0.6614264568524704,0.39558066454462776,0.8055356219921449,0.7870676610135713,0.7479158130864683,0.8081320417832594,0.8389903805517401,0.3418750042735349,0.4015756523037352,0.46599138201035856,0.38635362291606734,0.453051616115788,0.4619749775994729,0.43113202490813074,0.5160243720659401,0.5211975480176467,0.43113202490813074,0.5211115813682656,0.5145839824000032,0.37925047112459936,0.4230586766802635,0.4133435057036855,0.37925047112459936,0.4557621650523565,0.4725150980364321,0.4152545533281708,0.476790826031272,0.5180722021546567,0.4152545533281708,0.47558726162327924,0.5078977835500055
40,0.28607431474548983,0.610901333154764,0.0972149064353467,0.17171650877122355,0.10782482089608753,0.18436420972627876,0.1839334635674896,0.6618454562859886,0.6587051213802358,0.6915380164368472,0.7085568270862375,0.6731434551888529,0.664016888111095,0.40355784756470003,0.8091980086757999,0.79063527936808,0.7510670444766372,0.8110758230905134,0.8413629181377466,0.3484082532142232,0.40823611643278895,0.47432709067914625,0.3937643396686842,0.4579512088246882,0.46950650546966,0.435095935731228,0.5199874404523812,0.5309982553389763,0.435095935731228,0.5253366000202099,0.5200975574990918,0.38737145158420044,0.4308641054833501,0.4204787453744556,0.38737145158420044,0.4642943380414896,0.4812891367588147,0.42229122670344993,0.48465912517051024,0.5209533291578206,0.42229122670344993,0.48465912517051024,0.5110288544613699
41,0.29184251297419594,0.6160296418544151,0.09846505562943093,0.17909745161530224,0.10956395686635818,0.19257957748631316,0.19257656467056133,0.6629071337794097,0.6614281581750944,0.6944160517919009,0.7131647369468153,0.6747479315767398,0.6667360189000024,0.4098474245409845,0.811073236943205,0.7947444438454273,0.7531044138030472,0.8123969209850148,0.843550933658484,0.35621899841179394,0.41516013508602956,0.4774499407528124,0.4049370663765272,0.46251080875705963,0.4754021439470103,0.43972566287639286,0.5233457371131837,0.5395686737763786,0.43972566287639286,0.5319852403672554,0.5295407177883045,0.3983412495479717,0.43848564080623953,0.4305638612221958,0.3983412495479717,0.47271027894465184,0.49216760839722973,0.42847000555642994,0.4917108719137802,0.5289978341094105,0.42847000555642994,0.4899510770586657,0.5202769038768523
42,0.30159467623908903,0.6226941766591083,0.10666100885417197,0.18474621313887868,0.11675138714133061,0.1999346325206398,0.19836195431205098,0.6642210373060051,0.6643568061730715,0.6969088615668367,0.7163851335473744,0.678293506548553,0.6712509443081498,0.4247307196352801,0.8124599092987976,0.8005273637438203,0.7543492612106659,0.8153990135353905,0.8465833366359806,0.3649993851911677,0.4223974290159446,0.48302564617395627,0.4172774403415049,0.4660929492434359,0.48701087051728614,0.4477029657088365,0.5306056410554763,0.5478457798679907,0.4477029657088365,0.5393265712880343,0.5395759128018445,0.40612159704822554,0.44855908490371765,0.4383988529239998,0.40612159704822554,0.48416955001999673,0.5027139373452476,0.43583021045583104,0.5021653364956048,0.5385451801499583,0.43583021045583104,0.4961271582004987,0.5285621077214385
